pathway,train_roc_auc_score,validation_roc_auc_score,train_gradient_boosting_roc_auc_score,validation_gradient_boosting_roc_auc_score
GO_TAU_PROTEIN_BINDING,0.539632278,0.494339623,0.539632278,0.491823899
GO_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY,0.705720123,0.523899371,0.713278856,0.461006289
GO_COMPLEMENT_BINDING,0.707252298,0.555974843,0.684984678,0.449056604
GO_HORMONE_RECEPTOR_BINDING,0.870480082,0.657861635,0.908273749,0.614465409
GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.862410623,0.545283019,0.933299285,0.518867925
GO_PROTEIN_HETERODIMERIZATION_ACTIVITY,0.871910112,0.610062893,0.929519918,0.570440252
GO_PROTEIN_PHOSPHATASE_BINDING,0.841675179,0.493081761,0.879877426,0.411949686
GO_MONOVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.894790603,0.604402516,0.970786517,0.525786164
GO_3_5_CYCLIC_GMP_PHOSPHODIESTERASE_ACTIVITY,0.740143003,0.548427673,0.708171604,0.430188679
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY,0.854954035,0.617610063,0.928396323,0.618867925
GO_PROTEIN_TYROSINE_KINASE_ACTIVITY,0.859856997,0.585534591,0.930745659,0.542138365
GO_TRANSMITTER_GATED_CHANNEL_ACTIVITY,0.857711951,0.618238994,0.861287028,0.613207547
GO_PROTEIN_DEACETYLASE_ACTIVITY,0.703166496,0.529559748,0.766292135,0.476100629
GO_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_3_PHOSPHOMONOESTERS,0.585699694,0.501886792,0.585699694,0.500628931
GO_SODIUM_AMINO_ACID_SYMPORTER_ACTIVITY,0.707252298,0.469811321,0.707048008,0.467295597
GO_FATTY_ACYL_COA_BINDING,0.674872319,0.46163522,0.676302349,0.435220126
GO_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_3_PHOSPHATASE_ACTIVITY,0.624821246,0.593081761,0.624004086,0.533962264
GO_TRANSCRIPTIONAL_ACTIVATOR_ACTIVITY_RNA_POLYMERASE_II_DISTAL_ENHANCER_SEQUENCE_SPECIFIC_BINDING,0.684678243,0.450943396,0.693462717,0.450943396
GO_CYCLIN_BINDING,0.661184883,0.477987421,0.662206333,0.493081761
GO_ACID_AMINO_ACID_LIGASE_ACTIVITY,0.62247191,0.560377358,0.6226762,0.562893082
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H,0.731767109,0.574213836,0.777630235,0.512578616
GO_CORE_PROMOTER_BINDING,0.814096016,0.535849057,0.904902962,0.531446541
GO_NEUROPEPTIDE_RECEPTOR_BINDING,0.697957099,0.575471698,0.695709908,0.501257862
GO_RETINOIC_ACID_BINDING,0.727783453,0.520754717,0.712665986,0.406289308
GO_DIACYLGLYCEROL_KINASE_ACTIVITY,0.668335036,0.581132075,0.643820225,0.587421384
GO_STEROID_BINDING,0.816036772,0.569811321,0.841573034,0.548427673
GO_LEUCINE_ZIPPER_DOMAIN_BINDING,0.570786517,0.508176101,0.570786517,0.508176101
GO_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_BINDING,0.59979571,0.550314465,0.581613892,0.600628931
GO_I_SMAD_BINDING,0.61195097,0.555345912,0.620326864,0.555345912
GO_ENHANCER_BINDING,0.828702758,0.50754717,0.850561798,0.557861635
GO_DEMETHYLASE_ACTIVITY,0.735342186,0.566037736,0.750561798,0.464150943
GO_RAC_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY,0.731664964,0.611320755,0.726762002,0.618867925
GO_PROTEIN_BINDING_INVOLVED_IN_PROTEIN_FOLDING,0.571705822,0.376100629,0.571705822,0.433962264
GO_KINASE_INHIBITOR_ACTIVITY,0.745965271,0.628930818,0.760163432,0.54591195
GO_PHOTORECEPTOR_ACTIVITY,0.590909091,0.521383648,0.590909091,0.459748428
GO_CYTOSKELETAL_ADAPTOR_ACTIVITY,0.732482125,0.608805031,0.734320735,0.606289308
GO_TRANSCRIPTION_FACTOR_ACTIVITY_DIRECT_LIGAND_REGULATED_SEQUENCE_SPECIFIC_DNA_BINDING,0.780592441,0.576100629,0.807456588,0.501257862
GO_RACEMASE_AND_EPIMERASE_ACTIVITY,0.546578141,0.473584906,0.54473953,0.462264151
GO_PROTEIN_LIPID_COMPLEX_BINDING,0.783043922,0.474842767,0.773237998,0.464150943
GO_CARBOXY_LYASE_ACTIVITY,0.715219612,0.603144654,0.698467824,0.58490566
GO_MIRNA_BINDING,0.580694586,0.549685535,0.580694586,0.549685535
GO_ESTROGEN_RECEPTOR_BINDING,0.764862104,0.661006289,0.759754852,0.663522013
GO_TRANSCRIPTIONAL_REPRESSOR_ACTIVITY_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_BINDING,0.85505618,0.603773585,0.87752809,0.536477987
GO_UBIQUITIN_UBIQUITIN_LIGASE_ACTIVITY,0.573850868,0.376100629,0.564249234,0.408805031
GO_FMN_BINDING,0.671092952,0.586792453,0.664147089,0.537735849
GO_ADENYLYLTRANSFERASE_ACTIVITY,0.65628192,0.522641509,0.630745659,0.627044025
GO_ATPASE_ACTIVITY_COUPLED,0.885291113,0.616352201,0.953115424,0.681761006
GO_S_ACYLTRANSFERASE_ACTIVITY,0.55648621,0.564150943,0.55648621,0.564150943
GO_ANKYRIN_BINDING,0.820531154,0.579245283,0.819305414,0.606918239
GO_PROTEASOME_BINDING,0.657609806,0.537106918,0.637385087,0.542138365
GO_DNA_N_GLYCOSYLASE_ACTIVITY,0.581001021,0.53081761,0.581001021,0.53081761
GO_PHOSPHATIDYLINOSITOL_MONOPHOSPHATE_PHOSPHATASE_ACTIVITY,0.67814096,0.563522013,0.670582227,0.505660377
GO_PROTEIN_DIMERIZATION_ACTIVITY,0.894688458,0.586163522,0.972522983,0.644025157
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS,0.689785495,0.501886792,0.708580184,0.510691824
GO_UNFOLDED_PROTEIN_BINDING,0.740347293,0.550314465,0.75485189,0.46918239
GO_POLY_A_BINDING,0.631256384,0.534591195,0.632277835,0.542767296
GO_ATPASE_ACTIVATOR_ACTIVITY,0.596527068,0.569811321,0.593667007,0.509433962
GO_CARBOHYDRATE_PHOSPHATASE_ACTIVITY,0.603064351,0.53081761,0.603064351,0.53081761
GO_VIRUS_RECEPTOR_ACTIVITY,0.838100102,0.580503145,0.843615935,0.542138365
GO_NUCLEOSOME_BINDING,0.766905005,0.488050314,0.761389173,0.496226415
GO_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY,0.54392237,0.498113208,0.54392237,0.498113208
GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY,0.731767109,0.694339623,0.760980592,0.720754717
GO_C2H2_ZINC_FINGER_DOMAIN_BINDING,0.652298264,0.527672956,0.647191011,0.516981132
GO_CALCIUM_ACTIVATED_POTASSIUM_CHANNEL_ACTIVITY,0.686721144,0.628301887,0.684065373,0.610691824
GO_ACTIN_BINDING,0.880796731,0.594339623,0.96680286,0.571069182
GO_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_BINDING,0.775791624,0.541509434,0.771195097,0.574213836
GO_PRENYLTRANSFERASE_ACTIVITY,0.566292135,0.452830189,0.566496425,0.471698113
GO_ANION_CATION_SYMPORTER_ACTIVITY,0.861389173,0.562893082,0.901532176,0.544654088
GO_LYSINE_ACETYLATED_HISTONE_BINDING,0.73319714,0.572327044,0.737180797,0.558490566
GO_PEPTIDE_HORMONE_RECEPTOR_BINDING,0.63258427,0.501886792,0.63258427,0.435220126
GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.87671093,0.570440252,0.951276813,0.616981132
GO_PROTEIN_KINASE_A_BINDING,0.767313585,0.598742138,0.760469867,0.589937107
GO_MANNOSIDASE_ACTIVITY,0.677221655,0.542138365,0.697242084,0.53836478
GO_KINASE_BINDING,0.886006129,0.570440252,0.972012257,0.577358491
GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.899489275,0.586163522,0.970582227,0.510691824
GO_COA_HYDROLASE_ACTIVITY,0.633707865,0.564150943,0.633299285,0.566666667
GO_ADRENERGIC_RECEPTOR_ACTIVITY,0.707865169,0.562893082,0.707865169,0.562893082
GO_GATED_CHANNEL_ACTIVITY,0.908682329,0.641509434,0.96618999,0.672327044
GO_RNA_DNA_HYBRID_RIBONUCLEASE_ACTIVITY,,,,
GO_HISTONE_DEACETYLASE_BINDING,0.794382022,0.496226415,0.853115424,0.496855346
GO_ACTIN_FILAMENT_BINDING,0.860367722,0.601886792,0.901838611,0.649685535
GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDINES,0.63299285,0.553459119,0.630949949,0.506918239
GO_PROTEIN_KINASE_ACTIVITY,0.89959142,0.555974843,0.982226762,0.53836478
GO_HEPARIN_BINDING,0.831971399,0.583018868,0.94514811,0.456603774
GO_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_BINDING,0.72185904,0.406918239,0.683861083,0.41572327
GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_BINDING,0.768845761,0.604402516,0.750051073,0.503773585
GO_SERINE_HYDROLASE_ACTIVITY,0.84453524,0.621383648,0.93360572,0.499371069
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY,0.887334014,0.60754717,0.913993871,0.591194969
GO_WNT_PROTEIN_BINDING,0.683350358,0.589308176,0.674565884,0.599371069
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_HEXOSYL_GROUPS,0.837793667,0.633962264,0.919203269,0.674842767
GO_ARYL_SULFOTRANSFERASE_ACTIVITY,0.610827375,0.532075472,0.610827375,0.532075472
GO_PROTEIN_SERINE_THREONINE_PHOSPHATASE_INHIBITOR_ACTIVITY,0.556996936,0.449056604,0.556996936,0.449056604
GO_HYDRO_LYASE_ACTIVITY,0.686823289,0.555345912,0.693667007,0.54591195
GO_TRANSLATION_INITIATION_FACTOR_ACTIVITY,0.664759959,0.547798742,0.672420838,0.427044025
GO_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING,0.747293156,0.59245283,0.735240041,0.582389937
GO_LIGAND_GATED_CHANNEL_ACTIVITY,0.906945863,0.664150943,0.949131767,0.573584906
GO_RHO_GTPASE_BINDING,0.82165475,0.725786164,0.844841675,0.721383648
GO_PROTEIN_HOMODIMERIZATION_ACTIVITY,0.881920327,0.628301887,0.954545455,0.653459119
GO_POLY_PYRIMIDINE_TRACT_BINDING,0.647293156,0.417610063,0.65566905,0.430188679
GO_PROTEIN_PHOSPHORYLATED_AMINO_ACID_BINDING,0.713176711,0.528930818,0.720531154,0.559748428
GO_COLLAGEN_BINDING,0.826455567,0.366037736,0.844841675,0.406289308
GO_REGULATORY_REGION_NUCLEIC_ACID_BINDING,0.900919305,0.627044025,0.966905005,0.686163522
GO_TRIGLYCERIDE_LIPASE_ACTIVITY,0.691521961,0.522012579,0.676404494,0.574842767
GO_N_METHYLTRANSFERASE_ACTIVITY,0.814811032,0.559748428,0.829826353,0.513836478
GO_TRANSCRIPTIONAL_ACTIVATOR_ACTIVITY_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_BINDING,0.883350358,0.674213836,0.927579162,0.696855346
GO_L_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.791726251,0.555974843,0.833094995,0.602515723
GO_ACETYLCHOLINE_RECEPTOR_ACTIVITY,0.750561798,0.55408805,0.762308478,0.504402516
GO_CALCIUM_ACTIVATED_CATION_CHANNEL_ACTIVITY,0.779775281,0.679245283,0.776302349,0.688050314
GO_KINASE_REGULATOR_ACTIVITY,0.85566905,0.479245283,0.909193054,0.413836478
GO_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS,0.619611849,0.406918239,0.617977528,0.401886792
GO_CARBOXYPEPTIDASE_ACTIVITY,0.791215526,0.53081761,0.83319714,0.421383648
GO_ATPASE_REGULATOR_ACTIVITY,0.649846782,0.573584906,0.6659857,0.571069182
GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING,0.850255363,0.571698113,0.899284985,0.555345912
GO_GTPASE_INHIBITOR_ACTIVITY,0.642900919,0.545283019,0.611235955,0.642138365
GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_5_PHOSPHATASE_ACTIVITY,0.65587334,0.586792453,0.65485189,0.603144654
GO_ATPASE_ACTIVITY_COUPLED_TO_TRANSMEMBRANE_MOVEMENT_OF_IONS_PHOSPHORYLATIVE_MECHANISM,0.782635342,0.610062893,0.738304392,0.518238994
GO_GLUCOSIDASE_ACTIVITY,0.747293156,0.555974843,0.683554648,0.528301887
GO_ORGANIC_HYDROXY_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.851072523,0.549685535,0.871092952,0.503144654
GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT,0.897242084,0.488050314,0.907252298,0.433962264
GO_SOLUTE_PROTON_ANTIPORTER_ACTIVITY,0.708886619,0.516352201,0.714811032,0.497484277
GO_ACIDIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.698569969,0.567295597,0.681613892,0.495597484
GO_ENDORIBONUCLEASE_ACTIVITY_PRODUCING_5_PHOSPHOMONOESTERS,0.609703779,0.44591195,0.609703779,0.388050314
GO_LYSOPHOSPHOLIPASE_ACTIVITY,0.696731359,0.557861635,0.703064351,0.522012579
GO_ADRENERGIC_RECEPTOR_BINDING,0.693769152,0.461006289,0.693360572,0.463522013
GO_NUCLEOSIDE_DIPHOSPHATASE_ACTIVITY,0.615423902,0.479245283,0.606230848,0.47672956
GO_ACETYLTRANSFERASE_ACTIVITY,0.806537283,0.632704403,0.831869254,0.549056604
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.902553626,0.606918239,0.971399387,0.655974843
GO_RNA_POLYMERASE_II_CORE_BINDING,0.607252298,0.606289308,0.607252298,0.606289308
GO_MRNA_BINDING,0.820020429,0.572955975,0.884882533,0.523899371
GO_MHC_CLASS_II_RECEPTOR_ACTIVITY,0.620020429,0.557861635,0.628192033,0.56918239
GO_NEUROPEPTIDE_RECEPTOR_ACTIVITY,0.782431052,0.583647799,0.787231869,0.482389937
GO_EXTRACELLULAR_MATRIX_BINDING,0.782839632,0.433962264,0.808886619,0.40754717
GO_SEROTONIN_RECEPTOR_ACTIVITY,0.71215526,0.588679245,0.723595506,0.587421384
GO_METALLOEXOPEPTIDASE_ACTIVITY,0.78927477,0.57672956,0.838712972,0.549056604
GO_TRNA_BINDING,0.694484168,0.558490566,0.678038815,0.493081761
GO_CALCIUM_ION_BINDING,0.935342186,0.561006289,0.985291113,0.645283019
GO_NITRIC_OXIDE_SYNTHASE_BINDING,0.738815117,0.537735849,0.718079673,0.512578616
GO_PROTEIN_C_TERMINUS_BINDING,0.903268641,0.593710692,0.941062308,0.535220126
GO_GLYCINE_BINDING,0.759959142,0.643396226,0.706945863,0.574213836
GO_THIOLESTER_HYDROLASE_ACTIVITY,0.701634321,0.560377358,0.693258427,0.512578616
GO_INSULIN_RECEPTOR_BINDING,0.703064351,0.558490566,0.747701736,0.483647799
GO_R_SMAD_BINDING,0.664351379,0.559748428,0.685597549,0.60754717
GO_CIS_TRANS_ISOMERASE_ACTIVITY,0.623493361,0.436477987,0.612972421,0.410062893
GO_METALLOCARBOXYPEPTIDASE_ACTIVITY,0.791726251,0.56918239,0.843820225,0.525157233
GO_ALDEHYDE_DEHYDROGENASE_NAD_ACTIVITY,0.661082737,0.417610063,0.662717058,0.421383648
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_2_OXOGLUTARATE_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_EACH_OF_OXYGEN_INTO_BOTH_DONORS,0.729009193,0.508805031,0.72226762,0.481761006
GO_PHOSPHATE_ION_BINDING,0.548008172,0.538993711,0.548008172,0.538993711
GO_NUCLEOSIDE_DIPHOSPHATE_KINASE_ACTIVITY,0.626966292,0.467295597,0.627170582,0.466037736
GO_FAD_BINDING,0.6546476,0.562264151,0.653217569,0.563522013
GO_CLATHRIN_BINDING,0.81072523,0.510691824,0.82226762,0.316352201
GO_CATION_CATION_ANTIPORTER_ACTIVITY,0.772420838,0.405660377,0.815423902,0.435220126
GO_PROTEASE_BINDING,0.837487232,0.619496855,0.872420838,0.532075472
GO_RAN_GTPASE_BINDING,0.655566905,0.462264151,0.658631256,0.386163522
GO_ANTIPORTER_ACTIVITY,0.834831461,0.521383648,0.903881512,0.534591195
GO_AMMONIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.764453524,0.522012579,0.769152196,0.437735849
GO_PHOSPHATASE_ACTIVATOR_ACTIVITY,0.56741573,0.427672956,0.56741573,0.459119497
GO_FATTY_ACID_BINDING,0.715934627,0.537106918,0.72145046,0.486163522
GO_AMINOPEPTIDASE_ACTIVITY,0.750051073,0.568553459,0.754545455,0.363522013
GO_NADPH_BINDING,0.588559755,0.552830189,0.589785495,0.55408805
GO_SINGLE_STRANDED_RNA_BINDING,0.76557712,0.555974843,0.815832482,0.538993711
GO_CATECHOLAMINE_BINDING,0.662819203,0.593081761,0.662819203,0.531446541
GO_CALCIUM_DEPENDENT_PROTEIN_BINDING,0.757303371,0.505031447,0.797037794,0.471698113
GO_NUCLEOCYTOPLASMIC_TRANSPORTER_ACTIVITY,0.677834525,0.559748428,0.672522983,0.586163522
GO_GLUTATHIONE_PEROXIDASE_ACTIVITY,0.589172625,0.46918239,0.588764045,0.48427673
GO_PSEUDOURIDINE_SYNTHASE_ACTIVITY,0.525536261,0.47672956,0.531664964,0.47672956
GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY,0.886006129,0.647798742,0.976506639,0.657232704
GO_MAP_KINASE_ACTIVITY,0.638406537,0.576100629,0.631052094,0.576100629
GO_NEUROPEPTIDE_HORMONE_ACTIVITY,0.582533197,0.574842767,0.582533197,0.574842767
GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.907660878,0.589308176,0.971603677,0.540880503
GO_CHANNEL_REGULATOR_ACTIVITY,0.832890705,0.710062893,0.861797753,0.664779874
GO_INOSITOL_TETRAKISPHOSPHATE_PHOSPHATASE_ACTIVITY,0.625740552,0.601886792,0.625536261,0.505031447
GO_PHOSPHOLIPASE_BINDING,0.65485189,0.525786164,0.638917263,0.563522013
GO_STRUCTURAL_CONSTITUENT_OF_EYE_LENS,0.636363636,0.547169811,0.636363636,0.554716981
GO_DISULFIDE_OXIDOREDUCTASE_ACTIVITY,0.750868233,0.564779874,0.733912155,0.499371069
GO_GDP_BINDING,0.647599591,0.649685535,0.663125638,0.701257862
GO_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY,0.888968335,0.442767296,0.916853933,0.373584906
GO_S100_PROTEIN_BINDING,0.646782431,0.464779874,0.653524004,0.464779874
GO_KINASE_ACTIVITY,0.908171604,0.563522013,0.981920327,0.537735849
GO_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_DISTAL_ENHANCER_SEQUENCE_SPECIFIC_BINDING,0.791726251,0.568553459,0.842492339,0.618238994
GO_CARBOHYDRATE_DERIVATIVE_TRANSPORTER_ACTIVITY,0.589785495,0.504402516,0.589785495,0.505660377
GO_SERINE_TYPE_CARBOXYPEPTIDASE_ACTIVITY,0.650153218,0.537106918,0.659959142,0.444025157
GO_HORMONE_ACTIVITY,0.762002043,0.580503145,0.805311542,0.496855346
GO_STEROID_HORMONE_RECEPTOR_ACTIVITY,0.768539326,0.696855346,0.817671093,0.677987421
GO_ANDROGEN_RECEPTOR_BINDING,0.802962206,0.58490566,0.803881512,0.462893082
GO_AMIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.699897855,0.497484277,0.690704801,0.601886792
GO_MANGANESE_ION_BINDING,0.72226762,0.68490566,0.728600613,0.693710692
GO_RNA_CAP_BINDING,0.514300306,0.51572327,0.514300306,0.51572327
GO_SCAVENGER_RECEPTOR_ACTIVITY,0.815117467,0.489937107,0.855566905,0.549685535
GO_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_INHIBITOR_ACTIVITY,0.52145046,0.610691824,0.52145046,0.610691824
GO_ICOSANOID_RECEPTOR_ACTIVITY,0.598672114,0.516981132,0.596016343,0.45408805
GO_METALLOENDOPEPTIDASE_ACTIVITY,0.882635342,0.61509434,0.893462717,0.636477987
GO_PHOSPHATIDYLCHOLINE_BINDING,0.676813075,0.498113208,0.668028601,0.477987421
GO_TRANSLATION_ELONGATION_FACTOR_ACTIVITY,0.597752809,0.567295597,0.601430031,0.509433962
GO_MONOSACCHARIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.725740552,0.444654088,0.725740552,0.440880503
GO_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS,0.917262513,0.582389937,0.985903984,0.534591195
GO_CAMP_BINDING,0.742390194,0.637735849,0.739223698,0.505660377
GO_GLYCOSAMINOGLYCAN_BINDING,0.867517875,0.587421384,0.946271706,0.557232704
GO_VITAMIN_D_RECEPTOR_BINDING,0.664657814,0.561006289,0.645250255,0.591194969
GO_DAMAGED_DNA_BINDING,0.742083759,0.481761006,0.792645557,0.533962264
GO_PROTEIN_SERINE_THREONINE_KINASE_ACTIVATOR_ACTIVITY,0.606945863,0.518238994,0.606537283,0.518238994
GO_PHOSPHOLIPID_TRANSLOCATING_ATPASE_ACTIVITY,0.749948927,0.648427673,0.730337079,0.667295597
GO_ALCOHOL_BINDING,0.848518897,0.496226415,0.872216547,0.516352201
GO_L_ASCORBIC_ACID_BINDING,0.614402451,0.398113208,0.614402451,0.398113208
GO_DIPEPTIDASE_ACTIVITY,0.674259448,0.363522013,0.672625128,0.435220126
GO_GLUTAMATE_RECEPTOR_ACTIVITY,0.850255363,0.586163522,0.85546476,0.466666667
GO_GAMMA_TUBULIN_BINDING,0.639223698,0.45408805,0.655362615,0.533333333
GO_PEPTIDASE_ACTIVATOR_ACTIVITY,0.71031665,0.501886792,0.70020429,0.465408805
GO_POLY_PURINE_TRACT_BINDING,0.642185904,0.539622642,0.651991828,0.58427673
GO_INTRONIC_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING,0.619101124,0.612578616,0.61154239,0.612578616
GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES,0.916138917,0.661006289,0.976302349,0.591823899
GO_STEROL_BINDING,0.726557712,0.456603774,0.724310521,0.390566038
GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_ACTIVITY_SEQUENCE_SPECIFIC_DNA_BINDING,0.868437181,0.691823899,0.953830439,0.662893082
GO_PHOSPHATIDYLINOSITOL_BINDING,0.85587334,0.598113208,0.935240041,0.537735849
GO_TRANSFORMING_GROWTH_FACTOR_BETA_BINDING,0.692543412,0.647169811,0.691521961,0.51509434
GO_SH3_DOMAIN_BINDING,0.868232891,0.630188679,0.917364658,0.533962264
GO_LIGASE_ACTIVITY_FORMING_CARBON_SULFUR_BONDS,0.790398366,0.459119497,0.822574055,0.440880503
GO_MANNOSE_BINDING,0.660572012,0.472955975,0.66741573,0.481761006
GO_RNA_POLYMERASE_II_REPRESSING_TRANSCRIPTION_FACTOR_BINDING,0.669254341,0.463522013,0.676813075,0.462264151
GO_CATION_SUGAR_SYMPORTER_ACTIVITY,0.669356486,0.449056604,0.653421859,0.447798742
GO_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY,0.780081716,0.55408805,0.800306435,0.528301887
GO_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_BINDING,0.843207354,0.564150943,0.894484168,0.556603774
GO_AMINOACYL_TRNA_EDITING_ACTIVITY,0.614913177,0.478616352,0.618998979,0.479874214
GO_FOLIC_ACID_BINDING,0.592951992,0.571069182,0.592951992,0.571069182
GO_E_BOX_BINDING,0.685699694,0.505031447,0.694075587,0.552830189
GO_GLUCOSE_BINDING,0.658733401,0.370440252,0.66618999,0.401257862
GO_NEUROTRANSMITTER_SODIUM_SYMPORTER_ACTIVITY,0.757405516,0.476100629,0.784576098,0.501257862
GO_NUCLEASE_ACTIVITY,0.798467824,0.474842767,0.864657814,0.442767296
GO_DIPEPTIDYL_PEPTIDASE_ACTIVITY,0.694382022,0.537106918,0.692747702,0.544654088
GO_TOXIC_SUBSTANCE_BINDING,0.713278856,0.679874214,0.718998979,0.688679245
GO_ESTRADIOL_17_BETA_DEHYDROGENASE_ACTIVITY,0.591624106,0.582389937,0.592032686,0.577358491
GO_GDP_DISSOCIATION_INHIBITOR_ACTIVITY,0.539325843,0.49245283,0.539530133,0.510062893
GO_POLYSACCHARIDE_BINDING,0.737078652,0.598113208,0.72308478,0.597484277
GO_SNAP_RECEPTOR_ACTIVITY,0.596935649,0.533333333,0.60020429,0.566037736
GO_MICROTUBULE_SEVERING_ATPASE_ACTIVITY,0.552706844,0.487421384,0.555362615,0.427044025
GO_RRNA_METHYLTRANSFERASE_ACTIVITY,0.515730337,0.504402516,0.515730337,0.503144654
GO_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY,0.763738509,0.462893082,0.760980592,0.532075472
GO_H4_HISTONE_ACETYLTRANSFERASE_ACTIVITY,0.652400409,0.63836478,0.652808989,0.62327044
GO_HISTONE_DEMETHYLASE_ACTIVITY,0.738610827,0.516981132,0.741879469,0.527044025
GO_EXONUCLEASE_ACTIVITY,0.741470889,0.48490566,0.804494382,0.387421384
GO_MACROLIDE_BINDING,0.585903984,0.437106918,0.585903984,0.434591195
GO_INSULIN_LIKE_GROWTH_FACTOR_BINDING,0.706741573,0.536477987,0.720837589,0.51509434
GO_O_METHYLTRANSFERASE_ACTIVITY,0.583452503,0.509433962,0.583452503,0.509433962
GO_TROPOMYOSIN_BINDING,0.638508682,0.566037736,0.621348315,0.548427673
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.817058223,0.588679245,0.881511747,0.662893082
GO_LYSOZYME_ACTIVITY,0.539325843,0.578616352,0.543003064,0.591194969
GO_ANION_CHANNEL_ACTIVITY,0.86680286,0.625157233,0.913585291,0.628301887
GO_STRUCTURAL_CONSTITUENT_OF_NUCLEAR_PORE,0.663329928,0.500628931,0.642696629,0.520754717
GO_NUCLEOTIDASE_ACTIVITY,0.596731359,0.528930818,0.587742594,0.528930818
GO_ION_ANTIPORTER_ACTIVITY,0.823186925,0.398742138,0.887946885,0.436477987
GO_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY,0.920122574,0.569811321,0.956179775,0.535220126
GO_SIGNALING_RECEPTOR_ACTIVITY,0.917671093,0.681132075,0.991726251,0.691823899
GO_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.752196118,0.414465409,0.755771195,0.391194969
GO_INTERLEUKIN_1_RECEPTOR_BINDING,0.683146067,0.606289308,0.667824311,0.567295597
